12,11,2,1
12,2,2,1
12,3,2,1
12,4,2,1
12,5,2,1
12,6,2,1
12,7,2,1
12,8,2,1
12,9,2,1
12,10,2,1
12,10,2,1
12,10,2,1
12,10,2,1
13,11,3,1
13,2,3,1
13,3,3,1
13,4,3,1
13,5,3,1
13,6,3,1
13,7,3,1
13,8,3,1
13,9,3,1
13,10,3,1
13,10,3,1
13,10,3,1
13,10,3,1
14,11,4,1
14,2,4,1
14,3,4,1
14,4,4,1
14,5,4,1
14,6,4,1
14,7,4,1
14,8,4,1
14,9,4,1
14,10,4,1
14,10,4,1
14,10,4,1
14,10,4,1
15,11,5,1
15,2,5,1
15,3,5,1
15,4,5,1
15,5,5,1
15,6,5,1
15,7,5,1
15,8,5,1
15,9,5,1
15,10,5,1
15,10,5,1
15,10,5,1
15,10,5,1
16,11,6,1
16,2,6,1
16,3,6,1
16,4,6,1
16,5,6,1
16,6,6,1
16,7,6,1
16,8,6,1
16,9,6,1
16,10,6,1
16,10,6,1
16,10,6,1
16,10,6,1
17,11,7,1
17,2,7,1
17,3,7,1
17,4,7,1
17,5,7,1
17,6,7,1
17,7,7,1
17,8,7,1
17,9,7,1
17,10,7,1
17,10,7,1
17,10,7,1
17,10,7,1
18,11,8,0
18,2,8,0
18,3,8,0
18,4,8,0
18,5,8,0
18,6,8,0
18,7,8,0
18,8,8,0
18,9,8,1
18,10,8,1
18,10,8,1
18,10,8,1
18,10,8,1
19,11,9,0
19,2,9,0
19,3,9,0
19,4,9,0
19,5,9,0
19,6,9,0
19,7,9,0
19,8,9,0
19,9,9,0
19,10,9,0
19,10,9,0
19,10,9,0
19,10,9,0
20,11,10,0
20,2,10,0
20,3,10,0
20,4,10,0
20,5,10,0
20,6,10,0
20,7,10,0
20,8,10,0
20,9,10,0
20,10,10,0
20,10,10,0
20,10,10,0
20,10,10,0
21,11,11,0
21,2,11,0
21,3,11,0
21,4,11,0
21,5,11,0
21,6,11,0
21,7,11,0
21,8,11,0
21,9,11,0
21,10,11,0
21,10,11,0
21,10,11,0
21,10,11,0
21,11,11,0
21,2,11,0
21,3,11,0
21,4,11,0
21,5,11,0
21,6,11,0
21,7,11,0
21,8,11,0
21,9,11,0
21,10,11,0
21,10,11,0
21,10,11,0
21,10,11,0
21,11,11,0
21,2,11,0
21,3,11,0
21,4,11,0
21,5,11,0
21,6,11,0
21,7,11,0
21,8,11,0
21,9,11,0
21,10,11,0
21,10,11,0
21,10,11,0
21,10,11,0
21,11,11,0
21,2,11,0
21,3,11,0
21,4,11,0
21,5,11,0
21,6,11,0
21,7,11,0
21,8,11,0
21,9,11,0
21,10,11,0
21,10,11,0
21,10,11,0
21,10,11,0
13,11,3,1
13,2,3,1
13,3,3,1
13,4,3,1
13,5,3,1
13,6,3,1
13,7,3,1
13,8,3,1
13,9,3,1
13,10,3,1
13,10,3,1
13,10,3,1
13,10,3,1
4,11,4,1
4,2,4,1
4,3,4,1
4,4,4,1
4,5,4,1
4,6,4,1
4,7,4,1
4,8,4,1
4,9,4,1
4,10,4,1
4,10,4,1
4,10,4,1
4,10,4,1
5,11,5,1
5,2,5,1
5,3,5,1
5,4,5,1
5,5,5,1
5,6,5,1
5,7,5,1
5,8,5,1
5,9,5,1
5,10,5,1
5,10,5,1
5,10,5,1
5,10,5,1
6,11,6,1
6,2,6,1
6,3,6,1
6,4,6,1
6,5,6,1
6,6,6,1
6,7,6,1
6,8,6,1
6,9,6,1
6,10,6,1
6,10,6,1
6,10,6,1
6,10,6,1
7,11,7,1
7,2,7,1
7,3,7,1
7,4,7,1
7,5,7,1
7,6,7,1
7,7,7,1
7,8,7,1
7,9,7,1
7,10,7,1
7,10,7,1
7,10,7,1
7,10,7,1
8,11,8,1
8,2,8,1
8,3,8,1
8,4,8,1
8,5,8,1
8,6,8,1
8,7,8,1
8,8,8,1
8,9,8,1
8,10,8,1
8,10,8,1
8,10,8,1
8,10,8,1
9,11,9,1
9,2,9,1
9,3,9,1
9,4,9,1
9,5,9,1
9,6,9,1
9,7,9,1
9,8,9,1
9,9,9,1
9,10,9,1
9,10,9,1
9,10,9,1
9,10,9,1
10,11,10,1
10,2,10,1
10,3,10,1
10,4,10,1
10,5,10,1
10,6,10,1
10,7,10,1
10,8,10,1
10,9,10,1
10,10,10,1
10,10,10,1
10,10,10,1
10,10,10,1
11,11,11,1
11,2,11,1
11,3,11,1
11,4,11,1
11,5,11,1
11,6,11,1
11,7,11,1
11,8,11,1
11,9,11,1
11,10,11,1
11,10,11,1
11,10,11,1
11,10,11,1
12,11,12,1
12,2,12,1
12,3,12,1
12,4,12,0
12,5,12,0
12,6,12,0
12,7,12,1
12,8,12,1
12,9,12,1
12,10,12,1
12,10,12,1
12,10,12,1
12,10,12,1
12,11,12,1
12,2,12,1
12,3,12,1
12,4,12,1
12,5,12,0
12,6,12,0
12,7,12,1
12,8,12,1
12,9,12,1
12,10,12,1
12,10,12,1
12,10,12,1
12,10,12,1
12,11,12,1
12,2,12,1
12,3,12,1
12,4,12,0
12,5,12,0
12,6,12,0
12,7,12,1
12,8,12,1
12,9,12,1
12,10,12,1
12,10,12,1
12,10,12,1
12,10,12,1
12,11,12,1
12,2,12,1
12,3,12,1
12,4,12,1
12,5,12,0
12,6,12,0
12,7,12,1
12,8,12,1
12,9,12,1
12,10,12,1
12,10,12,1
12,10,12,1
12,10,12,1
14,11,4,1
14,2,4,1
14,3,4,1
14,4,4,1
14,5,4,1
14,6,4,1
14,7,4,1
14,8,4,1
14,9,4,1
14,10,4,1
14,10,4,1
14,10,4,1
14,10,4,1
5,11,5,1
5,2,5,1
5,3,5,1
5,4,5,1
5,5,5,1
5,6,5,1
5,7,5,1
5,8,5,1
5,9,5,1
5,10,5,1
5,10,5,1
5,10,5,1
5,10,5,1
6,11,6,1
6,2,6,1
6,3,6,1
6,4,6,1
6,5,6,1
6,6,6,1
6,7,6,1
6,8,6,1
6,9,6,1
6,10,6,1
6,10,6,1
6,10,6,1
6,10,6,1
7,11,7,1
7,2,7,1
7,3,7,1
7,4,7,1
